© 2000-2024 QIAGEN. All rights reserved.

ID	Symbol	Source	miRNA Confidence	Symbol	Pathway	
hsa-miR-361-5p	miR-361-5p (miRNAs w/seed UAUCAGA)	Ingenuity Expert Findings,TargetScan Human	Experimentally Observed,Moderate (predicted)	AICDA	DNA Methylation and Transcriptional Repression Signaling,Primary Immunodeficiency Signaling,Salvage Pathways of Pyrimidine Deoxyribonucleotides,Salvage Pathways of Pyrimidine Ribonucleotides	
hsa-miR-361-5p	miR-361-5p (miRNAs w/seed UAUCAGA)	Ingenuity Expert Findings	Experimentally Observed	UBR5	 	
hsa-miR-411-5p	miR-411-5p (and other miRNAs w/seed AGUAGAC)	Ingenuity Expert Findings,TargetScan Human	Experimentally Observed,Moderate (predicted)	SPRY4	 	
hsa-miR-411-5p	miR-411-5p (and other miRNAs w/seed AGUAGAC)	Ingenuity Expert Findings	Experimentally Observed	TXNIP	Adipogenesis pathway,Cytoprotection by HMOX1,FOXO-mediated transcription,FXR/RXR Activation,NLR signaling pathways,Pyroptosis Signaling Pathway	
hsa-miR-423-5p	miR-423-5p (and other miRNAs w/seed GAGGGGC)	TargetScan Mouse,Ingenuity Expert Findings,TargetScan Human	Experimentally Observed,Moderate (predicted)	WNT7A	Autism Signaling Pathway,Axonal Guidance Signaling,Basal Cell Carcinoma Signaling,Cardiac Hypertrophy Signaling (Enhanced),CDX Gastrointestinal Cancer Signaling Pathway,Chronic Myeloid Leukemia Signaling,Class B/2 (Secretin family receptors),Colorectal Cancer Metastasis Signaling,Factors Promoting Cardiogenesis in Vertebrates,Glioblastoma Multiforme Signaling,Hepatic Fibrosis Signaling Pathway,HOTAIR Regulatory Pathway,Human Embryonic Stem Cell Pluripotency,Myelination Signaling Pathway,Ovarian Cancer Signaling,PCP (Planar Cell Polarity) Pathway,Pulmonary Fibrosis Idiopathic Signaling Pathway,Pulmonary Healing Signaling Pathway,Regulation of the Epithelial Mesenchymal Transition in Development Pathway,Regulation of the Epithelial-Mesenchymal Transition Pathway,Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis,Role of NANOG in Mammalian Embryonic Stem Cell Pluripotency,Role of Osteoblasts in Rheumatoid Arthritis Signaling Pathway,Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis,Role of WNT/GSK-3β Signaling in the Pathogenesis of Influenza,S100 Family Signaling Pathway,Transcriptional Regulatory Network in Embryonic Stem Cells,WNT ligand biogenesis and trafficking,WNT/SHH Axonal Guidance Signaling Pathway,WNT/β-catenin Signaling	
hsa-miR-424-3p	miR-424-3p (miRNAs w/seed AAAACGU)	Ingenuity Expert Findings	Experimentally Observed	CHEK1	Aryl Hydrocarbon Receptor Signaling,ATM Signaling,Cell Cycle Checkpoints,Cell Cycle: G2/M DNA Damage Checkpoint Regulation,Chaperone Mediated Autophagy Signaling Pathway,Cohesin Chromatin Regulation Pathway,DNA damage-induced 14-3-3σ Signaling,HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA),Hereditary Breast Cancer Signaling,Molecular Mechanisms of Cancer,p53 Signaling,Regulation of TP53 Activity through Phosphorylation,Ribonucleotide Reductase Signaling Pathway,Role of BRCA1 in DNA Damage Response,Role of CHK Proteins in Cell Cycle Checkpoint Control,Senescence Pathway,Signaling by SCF-KIT,TP53 Regulates Transcription of DNA Repair Genes,Transcriptional Regulation by E2F6	
hsa-miR-424-3p	miR-424-3p (miRNAs w/seed AAAACGU)	miRecords	Experimentally Observed	LGALS3	Advanced glycosylation endproduct receptor signaling,Neutrophil degranulation,Transcriptional regulation by RUNX1,Transcriptional regulation by RUNX2	
hsa-miR-424-3p	miR-424-3p (miRNAs w/seed AAAACGU)	Ingenuity Expert Findings	Experimentally Observed	WEE1	Cell Cycle Checkpoints,Cell Cycle: G2/M DNA Damage Checkpoint Regulation,Cyclins and Cell Cycle Regulation,DNA damage-induced 14-3-3σ Signaling,Factors involved in megakaryocyte development and platelet production,Hereditary Breast Cancer Signaling,Mitotic G1 phase and G1/S transition,Mitotic G2-G2/M phases,Mitotic Roles of Polo-Like Kinase,Ribonucleotide Reductase Signaling Pathway,S Phase	
hsa-miR-425-5p	miR-425-5p (and other miRNAs w/seed AUGACAC)	Ingenuity Expert Findings	Experimentally Observed	HOXD8	 	
hsa-miR-425-5p	miR-425-5p (and other miRNAs w/seed AUGACAC)	Ingenuity Expert Findings	Experimentally Observed	MUC20-OT1	 	
hsa-miR-450a-5p	miR-450a-5p (and other miRNAs w/seed UUUGCGA)	miRecords	Experimentally Observed	HNRNPK	Acute Phase Response Signaling,Ephrin B Signaling,Processing of Capped Intron-Containing Pre-mRNA,SAPK/JNK Signaling,SUMOylation of RNA binding proteins	
hsa-miR-455-3p	miR-455-3p (miRNAs w/seed CAGUCCA)	Ingenuity Expert Findings	Experimentally Observed	EPAS1	Cellular response to hypoxia,Ephrin A Signaling,Iron homeostasis signaling pathway,Macrophage Alternative Activation Signaling Pathway,Neddylation,Oncostatin M Signaling,Osteoarthritis Pathway,Pexophagy,Signaling by PTK6,Sirtuin Signaling Pathway,Transcriptional regulation of pluripotent stem cells	
hsa-miR-455-3p	miR-455-3p (miRNAs w/seed CAGUCCA)	TargetScan Mouse,Ingenuity Expert Findings,TargetScan Human	Experimentally Observed,Moderate (predicted)	HDAC2	Adipogenesis pathway,Bladder Cancer Signaling,Calcium Signaling,Calcium-induced T Lymphocyte Apoptosis,Cardiac Hypertrophy Signaling (Enhanced),Cell Cycle: G1/S Checkpoint Regulation,Chaperone Mediated Autophagy Signaling Pathway,Chronic Myeloid Leukemia Signaling,Coronavirus Pathogenesis Pathway,Cyclins and Cell Cycle Regulation,DNA Methylation and Transcriptional Repression Signaling,EGR2 and SOX10-mediated initiation of Schwann cell myelination,ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression,Factors involved in megakaryocyte development and platelet production,FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes,Generic Transcription Pathway,Glioma Signaling,Hereditary Breast Cancer Signaling,Histone Modification Signaling Pathway,HOTAIR Regulatory Pathway,Huntington's Disease Signaling,Molecular Mechanisms of Cancer,Myelination Signaling Pathway,NF-κB Signaling,Non-Small Cell Lung Cancer Signaling,NoRC negatively regulates rRNA expression,NUR77 Signaling in T Lymphocytes,Ovarian Cancer Signaling,p75 NTR receptor-mediated signalling,Pancreatic Adenocarcinoma Signaling,Phospholipase C Signaling,Prostate Cancer Signaling,PTEN Regulation,Regulation of TP53 Activity through Acetylation,RNA Polymerase I Transcription,Role of NFAT in Cardiac Hypertrophy,Signaling by ALK,Signaling by NOTCH1,Small Cell Lung Cancer Signaling,SUMOylation of chromatin organization proteins,Sumoylation Pathway,Telomerase Signaling,Transcriptional Regulation by MECP2	
hsa-miR-455-3p	miR-455-3p (miRNAs w/seed CAGUCCA)	Ingenuity Expert Findings	Experimentally Observed	NOTCH2	Chronic Myeloid Leukemia Signaling,Epithelial Adherens Junction Signaling,Generic Transcription Pathway,HEY1 Signaling Pathway,Myelination Signaling Pathway,Notch Signaling,Pre-NOTCH Expression and Processing,Pulmonary Fibrosis Idiopathic Signaling Pathway,Pulmonary Healing Signaling Pathway,Regulation of the Epithelial-Mesenchymal Transition Pathway,Signaling by NOTCH2,Signaling by NOTCH4,Th1 and Th2 Activation Pathway,Th1 Pathway,Th2 Pathway	
hsa-miR-455-3p	miR-455-3p (miRNAs w/seed CAGUCCA)	Ingenuity Expert Findings	Experimentally Observed	Snhg16	 	
hsa-miR-494-3p	miR-494-3p (miRNAs w/seed GAAACAU)	miRecords	Experimentally Observed	FGF16	Actin Cytoskeleton Signaling,Airway Pathology in Chronic Obstructive Pulmonary Disease,Bladder Cancer Signaling,Cardiac Hypertrophy Signaling (Enhanced),Clathrin-mediated Endocytosis Signaling,FGF Signaling,PI3K Cascade,PIP3 activates AKT signaling,RAF/MAP kinase cascade,Regulation of the Epithelial Mesenchymal Transition by Growth Factors Pathway,Regulation of the Epithelial-Mesenchymal Transition Pathway,Signaling by FGFR2,Signaling by FGFR3,Signaling by FGFR4,Tumor Microenvironment Pathway	
hsa-miR-494-3p	miR-494-3p (miRNAs w/seed GAAACAU)	miRecords	Experimentally Observed	HMOX1	Acetylcholine Receptor Signaling Pathway,Acute Phase Response Signaling,Antioxidant Action of Vitamin C,Choline Biosynthesis III,CTLA4 Signaling in Cytotoxic T Lymphocytes,Cytoprotection by HMOX1,DHCR24 Signaling Pathway,Docosahexaenoic Acid (DHA) Signaling,Endothelin-1 Signaling,Fcγ Receptor-mediated Phagocytosis in Macrophages and Monocytes,Ferroptosis Signaling Pathway,FXR/RXR Activation,Glutaminergic Receptor Signaling Pathway (Enhanced),Gαq Signaling,Hematoma Resolution Signaling Pathway,Heme Degradation,Heme signaling,HIF1α Signaling,IL-10 Signaling,IL-8 Signaling,Insertion of tail-anchored proteins into the endoplasmic reticulum membrane,Interleukin-4 and Interleukin-13 signaling,Iron homeostasis signaling pathway,Iron uptake and transport,Metabolism of porphyrins,MicroRNA Biogenesis Signaling Pathway,mTOR Signaling,Neuroinflammation Signaling Pathway,NFE2L2 regulating anti-oxidant/detoxification enzymes,NLR signaling pathways,NRF2-mediated Oxidative Stress Response,Pancreatic Adenocarcinoma Signaling,Phagosome Formation,Phospholipase C Signaling,Phospholipases,Protein Sorting Signaling Pathway,Serotonin Receptor Signaling,Xenobiotic Metabolism General Signaling Pathway,Xenobiotic Metabolism Signaling	
hsa-miR-494-3p	miR-494-3p (miRNAs w/seed GAAACAU)	Ingenuity Expert Findings	Experimentally Observed	KIT	Acute Myeloid Leukemia Signaling,FAK Signaling,IL-15 Production,IL-33 Signaling Pathway,Melanocyte Development and Pigmentation Signaling,PIP3 activates AKT signaling,RAF/MAP kinase cascade,RAR Activation,Signaling by SCF-KIT,Sperm Motility,Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	
hsa-miR-494-3p	miR-494-3p (miRNAs w/seed GAAACAU)	TargetScan Mouse,TargetScan Human,miRecords	Experimentally Observed,High (predicted),Moderate (predicted)	PTEN	3-phosphoinositide Biosynthesis,3-phosphoinositide Degradation,Autism Signaling Pathway,Autophagy,B Cell Receptor Signaling,BEX2 Signaling Pathway,Cachexia Signaling Pathway,Cancer Drug Resistance by Drug Efflux,Cardiac Hypertrophy Signaling (Enhanced),CDX Gastrointestinal Cancer Signaling Pathway,Chronic Myeloid Leukemia Signaling,CSDE1 Signaling Pathway,D-myo-inositol (1,3,4)-trisphosphate Biosynthesis,D-myo-inositol (1,4,5,6)-Tetrakisphosphate Biosynthesis,D-myo-inositol (3,4,5,6)-tetrakisphosphate Biosynthesis,D-myo-inositol-5-phosphate Metabolism,Deubiquitination,Endometrial Cancer Signaling,Epithelial Adherens Junction Signaling,ERB2-ERBB3 Signaling,Estrogen Receptor Signaling,FAK Signaling,Fcγ Receptor-mediated Phagocytosis in Macrophages and Monocytes,Glioblastoma Multiforme Signaling,Glioma Signaling,Hepatic Fibrosis Signaling Pathway,HER-2 Signaling in Breast Cancer,Hereditary Breast Cancer Signaling,HOTAIR Regulatory Pathway,Hypoxia Signaling in the Cardiovascular System,ICOS-ICOSL Signaling in T Helper Cells,ID1 Signaling Pathway,IL-17A Signaling in Airway Cells,ILK Signaling,Insulin Receptor Signaling,Integrin Signaling,Melanoma Signaling,Myelination Signaling Pathway,Neuregulin Signaling,Ovarian Cancer Signaling,p53 Signaling,PD-1, PD-L1 cancer immunotherapy pathway,PI Metabolism,PI3K Signaling in B Lymphocytes,PI3K/AKT Signaling,PIP3 activates AKT signaling,Prostate Cancer Signaling,Protein Kinase A Signaling,PTEN Regulation,PTEN Signaling,Pulmonary Fibrosis Idiopathic Signaling Pathway,RAR Activation,Role of Tissue Factor in Cancer,Senescence Pathway,Small Cell Lung Cancer Signaling,Superpathway of D-myo-inositol (1,4,5)-trisphosphate Metabolism,Superpathway of Inositol Phosphate Compounds,TCR signaling,Thyroid Cancer Signaling,Tight Junction Signaling,TP53 Regulates Metabolic Genes,Transcriptional Regulation by MECP2	
hsa-miR-494-3p	miR-494-3p (miRNAs w/seed GAAACAU)	miRecords	Experimentally Observed	SCN3A	Cardiac conduction,Glutaminergic Receptor Signaling Pathway (Enhanced),Gustation Pathway,L1CAM interactions,Sensory perception of taste	
hsa-miR-494-3p	miR-494-3p (miRNAs w/seed GAAACAU)	miRecords	Experimentally Observed	VSNL1	 	
hsa-miR-499a-5p	miR-499-5p (and other miRNAs w/seed UAAGACU)	Ingenuity Expert Findings,TargetScan Human	Experimentally Observed,Moderate (predicted)	CACNB2	Acetylcholine Receptor Signaling Pathway,Adrenergic Receptor Signaling Pathway (Enhanced),Amyotrophic Lateral Sclerosis Signaling,Androgen Signaling,Autism Signaling Pathway,Calcium Signaling,Cardiac conduction,Cardiac Hypertrophy Signaling,Cardiac Hypertrophy Signaling (Enhanced),Cardiac β-adrenergic Signaling,CCR5 Signaling in Macrophages,Cellular Effects of Sildenafil (Viagra),Circadian Rhythm Signaling,Corticotropin Releasing Hormone Signaling,CREB Signaling in Neurons,Dilated Cardiomyopathy Signaling Pathway,Dopamine-DARPP32 Feedback in cAMP Signaling,Endocannabinoid Neuronal Synapse Pathway,Estrogen Receptor Signaling,FcγRIIB Signaling in B Lymphocytes,G Beta Gamma Signaling,GABA Receptor Signaling,GABAergic Receptor Signaling Pathway (Enhanced),Glutaminergic Receptor Signaling Pathway (Enhanced),GNRH Signaling,GPCR-Mediated Nutrient Sensing in Enteroendocrine Cells,Gustation Pathway,Hepatic Fibrosis Signaling Pathway,Insulin Secretion Signaling Pathway,Integration of energy metabolism,Maturity Onset Diabetes of Young (MODY) Signaling,Mitochondrial Dysfunction,NCAM signaling for neurite out-growth,Netrin Signaling,Neurovascular Coupling Signaling Pathway,Nitric Oxide Signaling in the Cardiovascular System,nNOS Signaling in Skeletal Muscle Cells,Opioid Signaling Pathway,Orexin Signaling Pathway,Oxytocin in Brain Signaling Pathway,Oxytocin Signaling Pathway,Parkinson's Signaling Pathway,PKCθ Signaling in T Lymphocytes,Presynaptic depolarization and calcium channel opening,Role of NFAT in Cardiac Hypertrophy,S100 Family Signaling Pathway,Senescence Pathway,Sensory processing of sound by inner hair cells of the cochlea,Serotonin Receptor Signaling,SNARE Signaling Pathway,Synaptic Long Term Depression,Synaptogenesis Signaling Pathway,Type II Diabetes Mellitus Signaling,White Adipose Tissue Browning Pathway	
hsa-miR-499a-5p	miR-499-5p (and other miRNAs w/seed UAAGACU)	TargetScan Mouse,TargetScan Human,miRecords	Experimentally Observed,Moderate (predicted)	SOX6	TCF dependent signaling in response to WNT,WNT/β-catenin Signaling	
hsa-miR-501-3p	miR-501-3p (and other miRNAs w/seed AUGCACC)	Ingenuity Expert Findings	Experimentally Observed	AR	Activated PKN1 stimulates transcription of AR regulated genes KLK2 and KLK3,Androgen Signaling,Coronavirus Pathogenesis Pathway,Deubiquitination,DHCR24 Signaling Pathway,Generic Transcription Pathway,Glucocorticoid Receptor Signaling,HEY1 Signaling Pathway,Histone Modification Signaling Pathway,HOTAIR Regulatory Pathway,HSP90 chaperone cycle for steroid hormone receptors in the presence of ligand,Prostate Cancer Signaling,Sertoli Cell-Sertoli Cell Junction Signaling,SUMOylation of intracellular receptors,Sumoylation Pathway,Transcriptional regulation by RUNX2	
hsa-miR-33b-3p	miR-515-3p (and other miRNAs w/seed AGUGCCU)	Ingenuity Expert Findings,TargetScan Human	Experimentally Observed,High (predicted)	BCL11B	 	
hsa-miR-33b-3p	miR-515-3p (and other miRNAs w/seed AGUGCCU)	Ingenuity Expert Findings	Experimentally Observed	BCOR	 	
hsa-miR-33b-3p	miR-515-3p (and other miRNAs w/seed AGUGCCU)	Ingenuity Expert Findings	Experimentally Observed	BTG1	Cell Cycle Regulation by BTG Family Proteins,FOXO-mediated transcription of cell cycle genes	
hsa-miR-532-5p	miR-532-5p (and other miRNAs w/seed AUGCCUU)	TargetScan Human,miRecords	Experimentally Observed,Moderate (predicted)	RUNX3	TCF dependent signaling in response to WNT,TGF-β Signaling,Th1 and Th2 Activation Pathway,Th1 Pathway,Th2 Pathway,Transcriptional regulation by RUNX3	
hsa-miR-542-5p	miR-542-5p (miRNAs w/seed CGGGGAU)	Ingenuity Expert Findings	Experimentally Observed	FOXM1	Breast Cancer Regulation by Stathmin1,Chronic Myeloid Leukemia Signaling,HOTAIR Regulatory Pathway,Mitotic G2-G2/M phases,Pulmonary Healing Signaling Pathway,Ribonucleotide Reductase Signaling Pathway,TR/RXR Activation	
hsa-miR-542-5p	miR-542-5p (miRNAs w/seed CGGGGAU)	Ingenuity Expert Findings	Experimentally Observed	LOC127814295	 	
hsa-miR-545-3p	miR-545-3p (miRNAs w/seed CAGCAAA)	Ingenuity Expert Findings,TargetScan Human	Experimentally Observed,Moderate (predicted)	BRCA1	ATM Signaling,Cell Cycle Checkpoints,Cell Cycle: G2/M DNA Damage Checkpoint Regulation,Deubiquitination,DNA damage-induced 14-3-3σ Signaling,DNA Double Strand Break Response,DNA Double-Strand Break Repair by Homologous Recombination,Endocannabinoid Developing Neuron Pathway,GADD45 Signaling,Glucocorticoid Receptor Signaling,HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA),Hereditary Breast Cancer Signaling,KEAP1-NFE2L2 pathway,Meiotic recombination,Meiotic synapsis,MicroRNA Biogenesis Signaling Pathway,Molecular Mechanisms of Cancer,Neddylation,Nonhomologous End-Joining (NHEJ),Ovarian Cancer Signaling,p53 Signaling,Protein Ubiquitination Pathway,Regulation of the Epithelial Mesenchymal Transition in Development Pathway,Regulation of TP53 Activity through Phosphorylation,Role of BRCA1 in DNA Damage Response,Role of CHK Proteins in Cell Cycle Checkpoint Control,Role of OCT4 in Mammalian Embryonic Stem Cell Pluripotency,SUMOylation of DNA damage response and repair proteins,TP53 Regulates Transcription of DNA Repair Genes,Transcriptional Regulation by E2F6,WNK Renal Signaling Pathway	
hsa-miR-548a-5p	miR-548h-5p (and other miRNAs w/seed AAAGUAA)	miRecords	Experimentally Observed	ERBB2	Agrin Interactions at Neuromuscular Junction,Axonal Guidance Signaling,BEX2 Signaling Pathway,Bladder Cancer Signaling,Endometrial Cancer Signaling,ERB2-ERBB3 Signaling,ERBB Signaling,FAK Signaling,HER-2 Signaling in Breast Cancer,HEY1 Signaling Pathway,HOTAIR Regulatory Pathway,IL-15 Production,Myelination Signaling Pathway,Neuregulin Signaling,Non-Small Cell Lung Cancer Signaling,Pancreatic Adenocarcinoma Signaling,PIP3 activates AKT signaling,RAF/MAP kinase cascade,Regulation of the Epithelial Mesenchymal Transition by Growth Factors Pathway,Ribonucleotide Reductase Signaling Pathway,S100 Family Signaling Pathway,Semaphorin interactions,Semaphorin Neuronal Repulsive Signaling Pathway,Signaling by ERBB2,Signaling by PTK6,Sperm Motility,Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	
hsa-miR-548a-5p	miR-548h-5p (and other miRNAs w/seed AAAGUAA)	TargetScan Human,miRecords	Experimentally Observed,Moderate (predicted)	MTA1	DNA Methylation and Transcriptional Repression Signaling,ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression,Polyamine Regulation in Colon Cancer,PTEN Regulation,RNA Polymerase I Transcription,SUMOylation of transcription factors	
hsa-miR-570-3p	miR-570-3p (miRNAs w/seed GAAAACA)	Ingenuity Expert Findings,TargetScan Human	Experimentally Observed,Moderate (predicted)	SIRT1	Adipogenesis pathway,AMPK Signaling,Autophagy,Cachexia Signaling Pathway,Cellular Effects of Sildenafil (Viagra),Cellular response to heat stress,Chronic Myeloid Leukemia Signaling,Circadian Clock,Circadian Rhythm Signaling,FOXO-mediated transcription,Heme signaling,Hepatic Cholestasis,HEY1 Signaling Pathway,Histone Modification Signaling Pathway,IL-10 Signaling,IL-12 Signaling and Production in Macrophages,Mitochondrial Dysfunction,NAD Signaling Pathway,Osteoarthritis Pathway,p53 Signaling,Senescence Pathway,SIRT1 negatively regulates rRNA expression,Sirtuin Signaling Pathway,Stearate Biosynthesis I (Animals),Sumoylation Pathway,Triacylglycerol Biosynthesis,White Adipose Tissue Browning Pathway	
hsa-miR-590-3p	miR-590-3p (miRNAs w/seed AAUUUUA)	Ingenuity Expert Findings	Experimentally Observed	MDM2	Activin Inhibin Signaling Pathway,Aryl Hydrocarbon Receptor Signaling,ATM Signaling,BAG2 Signaling Pathway,Bladder Cancer Signaling,Cancer Drug Resistance by Drug Efflux,Cell Cycle Checkpoints,Cell Cycle: G1/S Checkpoint Regulation,Cell Cycle: G2/M DNA Damage Checkpoint Regulation,Chaperone Mediated Autophagy Signaling Pathway,Chronic Myeloid Leukemia Signaling,Circadian Rhythm Signaling,Clathrin-mediated Endocytosis Signaling,Deubiquitination,DHCR24 Signaling Pathway,DNA damage-induced 14-3-3σ Signaling,Erythropoietin Signaling Pathway,FAK Signaling,Glioblastoma Multiforme Signaling,Glioma Signaling,Glutamate binding, activation of AMPA receptors and synaptic plasticity,HER-2 Signaling in Breast Cancer,HEY1 Signaling Pathway,HIF1α Signaling,HOTAIR Regulatory Pathway,Hypoxia Signaling in the Cardiovascular System,ID1 Signaling Pathway,Melanoma Signaling,Mitochondrial Dysfunction,Molecular Mechanisms of Cancer,MYC Mediated Apoptosis Signaling,Necroptosis Signaling Pathway,Oncogene Induced Senescence,Oxidative Stress Induced Senescence,p53 Signaling,Pancreatic Adenocarcinoma Signaling,PI3K/AKT Signaling,PIP3 activates AKT signaling,Prostate Cancer Signaling,Protein Ubiquitination Pathway,Regulation of TP53 Activity through Methylation,Regulation of TP53 Activity through Phosphorylation,Regulation of TP53 Expression and Degradation,Role of p14/p19ARF in Tumor Suppression,Senescence Pathway,SUMOylation of transcription factors,SUMOylation of ubiquitinylation proteins,Sumoylation Pathway,TR/RXR Activation,Transcriptional Regulation by NPAS4,Transcriptional regulation by RUNX3,UFMylation Signaling Pathway,WNK Renal Signaling Pathway,WNT/β-catenin Signaling	
hsa-miR-590-3p	miR-590-3p (miRNAs w/seed AAUUUUA)	Ingenuity Expert Findings,TargetScan Human	Experimentally Observed,Moderate (predicted)	TRAIP	Class I MHC mediated antigen processing and presentation	
hsa-miR-625-5p	miR-625-5p (and other miRNAs w/seed GGGGGAA)	Ingenuity Expert Findings,TargetScan Human	Experimentally Observed,High (predicted)	IGF2BP1	MAPK6/MAPK4 signaling,Role of OCT4 in Mammalian Embryonic Stem Cell Pluripotency	
hsa-miR-625-5p	miR-625-5p (and other miRNAs w/seed GGGGGAA)	TargetScan Mouse,miRecords	Experimentally Observed,Moderate (predicted)	NTRK3	Axonal Guidance Signaling,CLEAR Signaling Pathway,CREB Signaling in Neurons,HEY1 Signaling Pathway,Human Embryonic Stem Cell Pluripotency,IL-15 Production,Neurotrophin/TRK Signaling,NF-κB Signaling,PTEN Signaling,Receptor-type tyrosine-protein phosphatases,Signaling by NTRK3 (TRKC),Sperm Motility,STAT3 Pathway,Thyroid Cancer Signaling	
hsa-miR-675-5p	miR-675-5p (and other miRNAs w/seed GGUGCGG)	miRecords	Experimentally Observed	RB1	Adipogenesis pathway,Antiproliferative Role of TOB in T Cell Signaling,Aryl Hydrocarbon Receptor Signaling,Bladder Cancer Signaling,Cell Cycle Regulation by BTG Family Proteins,Cell Cycle: G1/S Checkpoint Regulation,Chronic Myeloid Leukemia Signaling,Coronavirus Pathogenesis Pathway,Cyclins and Cell Cycle Regulation,DNA Damage/Telomere Stress Induced Senescence,DNA Methylation and Transcriptional Repression Signaling,Estrogen-mediated S-phase Entry,Ferroptosis Signaling Pathway,Glioblastoma Multiforme Signaling,Glioma Signaling,HER-2 Signaling in Breast Cancer,Hereditary Breast Cancer Signaling,Melanoma Signaling,Mitotic G1 phase and G1/S transition,Mitotic Prophase,Molecular Mechanisms of Cancer,Necroptosis Signaling Pathway,Non-Small Cell Lung Cancer Signaling,Oncogene Induced Senescence,Ovarian Cancer Signaling,p53 Signaling,Pancreatic Adenocarcinoma Signaling,Prostate Cancer Signaling,Regulation of Cellular Mechanics by Calpain Protease,Regulation of mitotic cell cycle,Ribonucleotide Reductase Signaling Pathway,Role of BRCA1 in DNA Damage Response,Role of OCT4 in Mammalian Embryonic Stem Cell Pluripotency,Role of p14/p19ARF in Tumor Suppression,Role of Tissue Factor in Cancer,S Phase,Senescence Pathway,Serotonin Receptor Signaling,Small Cell Lung Cancer Signaling,Telomerase Signaling,Transcriptional regulation by RUNX2	
hsa-miR-708-5p	miR-708-5p (and other miRNAs w/seed AGGAGCU)	Ingenuity Expert Findings	Experimentally Observed	CSNK1G1	Dopamine-DARPP32 Feedback in cAMP Signaling,Gap Junction Signaling,Hepatic Fibrosis Signaling Pathway,Role of Macrophages, Fibroblasts and Endothelial Cells in Rheumatoid Arthritis,Role of NFAT in Regulation of the Immune Response,Role of Osteoblasts in Rheumatoid Arthritis Signaling Pathway,Role of Osteoblasts, Osteoclasts and Chondrocytes in Rheumatoid Arthritis,Role of WNT/GSK-3β Signaling in the Pathogenesis of Influenza,WNT/β-catenin Signaling	
hsa-miR-708-5p	miR-708-5p (and other miRNAs w/seed AGGAGCU)	Ingenuity Expert Findings	Experimentally Observed	LDHA	HIF1α Signaling,Hypoxia Signaling in the Cardiovascular System,NAD Signaling Pathway,Pyruvate Fermentation to Lactate,Sirtuin Signaling Pathway,The citric acid (TCA) cycle and respiratory electron transport,White Adipose Tissue Browning Pathway	
hsa-miR-708-5p	miR-708-5p (and other miRNAs w/seed AGGAGCU)	Ingenuity Expert Findings,TargetScan Human	Experimentally Observed,Moderate (predicted)	MAD2L1	Cell Cycle Checkpoints,FAT10 Cancer Signaling Pathway,Kinetochore Metaphase Signaling Pathway,Mitotic Metaphase and Anaphase,Mitotic Prometaphase,Regulation of mitotic cell cycle,RHO GTPases Activate Formins	
hsa-miR-708-5p	miR-708-5p (and other miRNAs w/seed AGGAGCU)	Ingenuity Expert Findings,TargetScan Human	Experimentally Observed,Moderate (predicted)	STK4	CLEAR Signaling Pathway,Epithelial Adherens Junction Signaling,HIPPO signaling,Non-Small Cell Lung Cancer Signaling,Signaling by Hippo	
hsa-miR-744-3p	miR-744-3p (miRNAs w/seed UGUUGCC)	Ingenuity Expert Findings	Experimentally Observed	AR	Activated PKN1 stimulates transcription of AR regulated genes KLK2 and KLK3,Androgen Signaling,Coronavirus Pathogenesis Pathway,Deubiquitination,DHCR24 Signaling Pathway,Generic Transcription Pathway,Glucocorticoid Receptor Signaling,HEY1 Signaling Pathway,Histone Modification Signaling Pathway,HOTAIR Regulatory Pathway,HSP90 chaperone cycle for steroid hormone receptors in the presence of ligand,Prostate Cancer Signaling,Sertoli Cell-Sertoli Cell Junction Signaling,SUMOylation of intracellular receptors,Sumoylation Pathway,Transcriptional regulation by RUNX2	
hsa-miR-744-5p	miR-744-5p (and other miRNAs w/seed GCGGGGC)	Ingenuity Expert Findings	Experimentally Observed	HOTTIP	 	
hsa-miR-744-5p	miR-744-5p (and other miRNAs w/seed GCGGGGC)	Ingenuity Expert Findings	Experimentally Observed	PTBP1	CSDE1 Signaling Pathway,EIF2 Signaling,Processing of Capped Intron-Containing Pre-mRNA,Signaling by FGFR2	
hsa-miR-874-3p	miR-874-3p (miRNAs w/seed UGCCCUG)	TargetScan Mouse,Ingenuity Expert Findings,TargetScan Human	Experimentally Observed,High (predicted),Moderate (predicted)	ADAM19	Acetylcholine Receptor Signaling Pathway,Axonal Guidance Signaling,Extracellular matrix organization,Role of Osteoclasts in Rheumatoid Arthritis Signaling Pathway	
